처방아이디,처방한글명,처방한자명,출전,출처,페이지,증상한글명,증상한자명,일반인설명,약재한글명,약재한자명,약재이명,약재타입,수치법,약용부위,귀경,성,미,독성,분류,과명,용량,단위
FO00700002,가감배풍탕,加減排風湯,醫鑑,肝系內科學,876,,,,창출,蒼朮,馬薊|茅君寶|茅山蒼朮|茅朮|山薑|山芥|山薊|山連|山精|仙朮|赤朮|地葵|陳蒼朮|蒼術|創出|天薊|天蘇|天精|朮,M,,뿌리줄기(根莖),脾|胃|肝,溫,辛|苦,,芳香化濕藥,Compositae,3.75,g
FO00700002,가감배풍탕,加減排風湯,醫鑑,肝系內科學,876,,,,방풍,防風,蕑根|硬防風|曲方氏|公防風|銅蕓|馬英子|母防風|反風|防豊|防風根|百韭|百蜚|百種|百枝|屛防|屛風|屛風草|山芹菜|山花菜|西口風|續弦膠|軟防風|齊州防風|風肉|筆防風|解州防風|回辛|迴蕓|回草|茴草,M,,뿌리(根)|뿌리줄기(根莖),肝|脾|膀胱,溫,辛|甘,,發散風寒藥,Umbelliferae,3,g
FO00700002,가감배풍탕,加減排風湯,醫鑑,肝系內科學,876,,,,천궁,川芎,京芎|貫芎|鞠窮|芎|芎窮|芎藭|芎營|茶芎|大芎|臺芎|大川芎|杜芎|馬銜芎藭|撫芎|蕪芎|撫川芎|山鞠窮|西芎|西撫芎|小撫芎|小川芎|藥芹|雀腦芎|正川芎|眞川芎|天芎|川芎藭|川撫芎|川元蠢|香果|壺藭|胡藭|蒿本,M,,뿌리줄기(根莖),肝|膽|心包,溫,辛,,活血祛瘀藥,Umbelliferae,3,g
FO00700002,가감배풍탕,加減排風湯,醫鑑,肝系內科學,876,,,,강활,羌活,羌靑|羌滑|曲藥|狗引子花|西羌活|蠶羌|竹節羌|退風使者|護羌使者|胡王使者|黑藥,M,,뿌리(根)|뿌리줄기(根莖),膀胱|腎,溫,辛|苦,,發散風寒藥,Umbelliferae,3,g
FO00700002,가감배풍탕,加減排風湯,醫鑑,肝系內科學,876,,,,마황,麻黃,麻黃草|卑相|卑鹽|西麻黃|龍沙|赤根|淨麻黃|中央節土|中黃節土|陳麻黃,M,,초질경(草質莖),肺|膀胱,溫,辛|微苦,,發散風寒藥,Ephedraceae,3,g
FO00700002,가감배풍탕,加減排風湯,醫鑑,肝系內科學,876,,,,백선피,白鮮皮,白癬皮|白蘚皮,M,,근피(根皮),膀胱|脾|胃,寒,苦,,,Rutaceae,1.5,g
FO00700002,가감배풍탕,加減排風湯,醫鑑,肝系內科學,876,,,,당귀,當歸,乾歸|歸尾|金當歸|當歸身尾|馬尾歸|馬尾當歸|常歸|秦歸|秦當歸|川當歸,M,,뿌리(根),心|肝|脾,溫,甘|辛,,補血藥,Umbelliferae,1.5,g
FO00700002,가감배풍탕,加減排風湯,醫鑑,肝系內科學,876,,,,작약,芍藥,金芍藥|白芍|白芍藥|芍藥,M,,뿌리(根),肝|脾,微寒,苦|酸,,補血藥,Ranunculaceae,1.5,g
FO00700002,가감배풍탕,加減排風湯,醫鑑,肝系內科學,876,,,,백출,白朮,乞力伽|鷄腿朮|貢朮|廣朮|狗頭朮|金錢朮|大白朮|臺白朮|臺朮|冬白朮|冬朮|馬薊|木朮|苗朮|白大壽|峰貢朮|桴薊|糞朮|沙邑條根|削朮|山薑|山芥|山薊|山連|山精|象朮|雪白朮|野朮|楊桴|楊桴薊|楊抱|楊枹薊|吳白朮|吳朮|于潛白朮|于潛朮|芋朮|雲頭朮|蕓白朮|雲白朮|雲片白朮|浙朮|種朮|天薊|天生朮|天蘇|朮|台白朮|片白術|片白朮|片朮|抱薊|豊慶朮|杭朮|歙朮,M,,뿌리줄기(根莖),脾|胃,溫,苦|甘,,補氣藥,Compositae,1.5,g
FO00700002,가감배풍탕,加減排風湯,醫鑑,肝系內科學,876,,,,반하,半夏,狗芋頭|老瓜蒜|老鴉眼|痰宮劈歷|大半夏|半下|白傍幾子|白羊眼半夏|小天南星|水玉|守田|示姑|羊眼|羊眼半夏|圓白半夏|地文|雉毛奴邑|雉毛邑|杏州半夏|和姑,M,,괴경(塊莖),脾|胃|肺,溫,辛,有毒,溫化寒痰藥,Araceae,1.5,g
FO00700002,가감배풍탕,加減排風湯,醫鑑,肝系內科學,876,,,,적복령,赤茯苓,赤苓|赤茯|赤服岺|赤茯笭|赤茯苓,M,,표층 아래 淡紅色(표층 아래 淡紅色),心|脾|膀胱,平,甘|淡,,利水退腫藥,Polyporaceae,1.5,g
FO00700002,가감배풍탕,加減排風湯,醫鑑,肝系內科學,876,,,,황금,黃芩,經芩|枯腸|空腸|芩|內虛|㹠尾芩|腐腸|北芩|西芩|鼠尾芩|細挺子黃芩|宿芩|印頭|子芩|條芩|條黃芩|酒芩|珠條芩|妒婦|片芩|皮黃芩|虹勝|黃笒|黃文|黃岑,M,,뿌리(根),肺|膽|胃|大腸|小腸,寒,苦,,淸熱燥濕藥,Labiatae,1.5,g
FO00700002,가감배풍탕,加減排風湯,醫鑑,肝系內科學,876,,,,행인,杏仁,苦杏仁|老陰子|大杏仁|德兒|木落子|北杏|北杏仁|雙杏仁|原杏仁|眞杏仁|甛梅仁|草金丹|杏人|杏子|杏核人|杏核仁|囫圇杏仁,M,,종자(種子),肺|大腸,微溫,苦,小毒,止咳平喘藥,Rosaceae,1.5,g
FO00700002,가감배풍탕,加減排風湯,醫鑑,肝系內科學,876,,,,감초,甘草,甘艸|甘草|甘草根|枯甘草|國老|國老草|大甘草|大嗷|蕗草|美草|蜜甘|蜜草|粉甘草|紛甘草|粉草|紛草|生草|細甘草|小甘草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,1.5,g
FO00700002,가감배풍탕,加減排風湯,醫鑑,肝系內科學,876,,,,생강,生薑,干|薑根|鉤妝指|老生薑|頭生薑|面薑|母薑|母薑|母生薑|百辣雲|生姜|生羌|生薑母|鮮薑|鮮生薑|宿薑|宿薑|宿生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|陳生薑|菜薑|川薑|川百薑,M,,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,3,개
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,인진호,茵蔯蒿,加外左只|家茵陳|馬先|綿茵陳|白蒿|石茵陳|細葉靑蒿|蓍蒿|安呂草|野蘭蒿|絨蒿|因塵|茵蔯|茵陳|䓰薼|茵陳草|因陳蒿|茵蔯蒿|茵陳蒿|臭蒿|婆婆蒿|猴子毛,M,,전초(全草),脾|胃|肝|膽,微寒,苦|辛,,利尿通淋藥,Compositae,45,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,택사,澤瀉,建瀉|鵠瀉|鵠澤|及瀉|蘭紅|芒芋|福澤瀉|酸惡兪|宣澤瀉|水瀉|水澤瀉|禹瀉|禹孫|牛耳菜|天禿|天鵝蠶|川澤瀉|宅夕|宅泄|澤芝,M,,괴경(塊莖),腎|膀胱,寒,甘,,利水退腫藥,Alismataceae,20,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,산사,山楂,檕梅|朹|朹子|棠朹子|棠梂子|唐山査|茅樝|鼻涕團|楂肉|楂子|山里果|山里紅果|山査|山楂實|山査肉|山楂肉|山査子|山楂子|酸楂片|酸棗|鼠査|鼠楂梂|鮮肥山楂|枾樝子|羊梂|映山紅果|赤楂|赤棗|赤爪|赤爪實|猴樝,M,,과실(果實),脾|胃|肝,微溫,酸|甘,,消食藥,Rosaceae,14,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,백출,白朮,乞力伽|鷄腿朮|貢朮|廣朮|狗頭朮|金錢朮|大白朮|臺白朮|臺朮|冬白朮|冬朮|馬薊|木朮|苗朮|白大壽|峰貢朮|桴薊|糞朮|沙邑條根|削朮|山薑|山芥|山薊|山連|山精|象朮|雪白朮|野朮|楊桴|楊桴薊|楊抱|楊枹薊|吳白朮|吳朮|于潛白朮|于潛朮|芋朮|雲頭朮|蕓白朮|雲白朮|雲片白朮|浙朮|種朮|天薊|天生朮|天蘇|朮|台白朮|片白術|片白朮|片朮|抱薊|豊慶朮|杭朮|歙朮,M,,뿌리줄기(根莖),脾|胃,溫,苦|甘,,補氣藥,Compositae,14,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,맥아,麥芽,谷麥|穬麥糱|老麥芽|大麴|大麥毛|大麥蘗|大麥芽|大麥糱|大麥糵|陳麥芽,M,,과실(果實),脾|胃|肝,平,甘,,消食藥,Gramineae,14,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,복령,茯苓,更生|金翁|萬靈精|萬苓精|白茯|白伏苓|白服笭|白茯岺|白茯怜|白茯笭|白茯苓|白雲苓|伏菟|茯菟|伏靈|伏苓|服令|茯笭|茯蕶|伏兎|不死面|雪腴|松苓|松木薯|松薯|松腴|云苓|雲苓|子苓,M,,균핵(菌核)|적복령을 절편한 다음 백색부분(적복령을 절편한 다음 백색부분),心|心|肺|肺|脾|脾|腎|腎,平,甘|淡|甘|淡,,利水退腫藥,Polyporaceae,8,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,후박,厚朴,濃朴|淡伯|大厚朴|烈朴|油朴|紫油朴|紫厚朴|赤朴|重皮|川朴|川厚朴|川厚樸|厚樸|厚朴皮|厚皮,M,,수피(樹皮),脾|胃|肺|大腸,溫,苦|辛,,芳香化濕藥,Magnoliaceae,8,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,곽향,藿香,藿去病|藿香梗|藿香葉|杜藿香|兜類婆香|猫地虎|排草香|排香草|蘇藿香|野藿香|玲瓏藿去病|川藿香|土藿香|合香,M,,지상부(地上部),脾|胃|肺,微溫,辛,,芳香化濕藥,Labiatae,8,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,진피,陳皮,柑子皮|柑皮|苦枥皮|苦榴皮|苦樹皮|廣柑皮|廣橘皮|廣陳皮|廣皮|貴老|橘子皮|橘皮|芩皮|攀槻皮|白樳木皮|樊槻皮|蜡樹皮|細辛木皮|新會柑皮|新會皮|梣槻皮|樳木皮|梣皮|若理木皮|浙陳皮|陳柑皮|陳廣皮|陳橘皮|秦白皮|陣皮|川橘皮|紅皮|黃橘皮,M,,과피(果皮),脾|肺,溫,辛|苦,,理氣藥,Rutaceae,8,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,목향,木香,廣木香|南木香|唐木香|大通綠|蜜香|番木香|五木香|五香|雲南木香|雲木香|印木香|一根草|靑木香|土木香,M,,뿌리(根),脾|胃|大腸|三焦|膽,溫,辛|苦,,理氣藥,Compositae,8,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,사인,砂仁,貢砂仁|賽桂香|宿|元砂仁|縮砂|縮砂蜜|縮砂蔤|縮砂仁|風味團頭,M,,과실(果實),脾|胃|腎,溫,辛,,芳香化濕藥,Zingiberaceae,6,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,내복자,萊菔子,羌精子|羅菔子|蘿卜子|蘿蔔子|蘿菔子|蘿葍子|蘿子|蘆菔子|蘆萉子|唐菁子|登菘子|蘿蔔|蘿菔|羅蔔子|蘿福子|蘿蔔子|蘿葍子|夢白子|夢卜子|夢蔔子|夢爬子|雹突|葍䔰子|葍子|溫菘子|紫花菘子|楚菘子|土酥子,M,,종자(種子),肺|脾|胃,平,辛|甘,,消食藥,Cruciferae,6,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,감초,甘草,甘艸|甘草|甘草根|枯甘草|國老|國老草|大甘草|大嗷|蕗草|美草|蜜甘|蜜草|粉甘草|紛甘草|粉草|紛草|生草|細甘草|小甘草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,6,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,삼릉,三棱,京三稜|京三稜|京三棱|光三棱|䔷根|半月天己|削堅都尉|三稜|三稜|三陵|石三棱|荊三稜|荊三棱|紅蒲根|黑三稜|黑三棱,M,,괴경(塊莖),肝|脾,平,辛|苦,,活血祛瘀藥,Sparganiaceae,6,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,아출,莪朮,羌七|廣荗|廣朮|文朮|蓬蒁|蓬莪|蓬莪荗|蓬莪朮|蓬朮|逢朮|山薑黃|蒁|蒁藥|莪術|莪荗|莪蒁|莪朮|芋兒七|靑薑|臭屎薑|破關符|波殺|片薑黃|黑心薑,M,,뿌리줄기(根莖),肝|脾,溫,辛|苦,,活血祛瘀藥,Zingiberaceae,6,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,지실,枳實,洞庭|商枳實|小枳實|鵝眼枳實|粘刺|只實|只實|陳枳實|槌胸霹靂|破胸槌,M,,유과(幼果),脾|胃,寒,苦|辛|酸,,理氣藥,Rutaceae,6,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,청피,靑皮,大靑皮|細靑皮|小靑皮|靑柑兒皮|靑柑皮|靑橘皮|靑陳皮|青皮|杭靑皮,M,,과피(果皮),肝|膽,微溫,苦|辛,,理氣藥,Rutaceae,6,g
FO00700003,가감생간탕,加減生肝湯,,肝系內科學,876,,,,생강,生薑,干|薑根|鉤妝指|老生薑|頭生薑|面薑|母薑|母薑|母生薑|百辣雲|生姜|生羌|生薑母|鮮薑|鮮生薑|宿薑|宿薑|宿生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|陳生薑|菜薑|川薑|川百薑,M,,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,6,개
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,창출,蒼朮,馬薊|茅君寶|茅山蒼朮|茅朮|山薑|山芥|山薊|山連|山精|仙朮|赤朮|地葵|陳蒼朮|蒼術|創出|天薊|天蘇|天精|朮,M,,뿌리줄기(根莖),脾|胃|肝,溫,辛|苦,,芳香化濕藥,Compositae,3.75,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,후박,厚朴,濃朴|淡伯|大厚朴|烈朴|油朴|紫油朴|紫厚朴|赤朴|重皮|川朴|川厚朴|川厚樸|厚樸|厚朴皮|厚皮,M,,수피(樹皮),脾|胃|肺|大腸,溫,苦|辛,,芳香化濕藥,Magnoliaceae,3.75,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,진피,陳皮,柑子皮|柑皮|苦枥皮|苦榴皮|苦樹皮|廣柑皮|廣橘皮|廣陳皮|廣皮|貴老|橘子皮|橘皮|芩皮|攀槻皮|白樳木皮|樊槻皮|蜡樹皮|細辛木皮|新會柑皮|新會皮|梣槻皮|樳木皮|梣皮|若理木皮|浙陳皮|陳柑皮|陳廣皮|陳橘皮|秦白皮|陣皮|川橘皮|紅皮|黃橘皮,M,,과피(果皮),脾|肺,溫,辛|苦,,理氣藥,Rutaceae,3.75,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,저령,猪苓,豭猪屎|結豬苓|導河椽|苓|木豬苓|茱苓|豕零|豕橐|猪|猪零|豬苓|猪屎苓|朱苓|地烏桃|豨苓,M,,균핵(菌核),腎|膀胱,平,甘|淡,,利水退腫藥,Polyporaceae,3.75,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,택사,澤瀉,建瀉|鵠瀉|鵠澤|及瀉|蘭紅|芒芋|福澤瀉|酸惡兪|宣澤瀉|水瀉|水澤瀉|禹瀉|禹孫|牛耳菜|天禿|天鵝蠶|川澤瀉|宅夕|宅泄|澤芝,M,,괴경(塊莖),腎|膀胱,寒,甘,,利水退腫藥,Alismataceae,3.75,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,백출,白朮,乞力伽|鷄腿朮|貢朮|廣朮|狗頭朮|金錢朮|大白朮|臺白朮|臺朮|冬白朮|冬朮|馬薊|木朮|苗朮|白大壽|峰貢朮|桴薊|糞朮|沙邑條根|削朮|山薑|山芥|山薊|山連|山精|象朮|雪白朮|野朮|楊桴|楊桴薊|楊抱|楊枹薊|吳白朮|吳朮|于潛白朮|于潛朮|芋朮|雲頭朮|蕓白朮|雲白朮|雲片白朮|浙朮|種朮|天薊|天生朮|天蘇|朮|台白朮|片白術|片白朮|片朮|抱薊|豊慶朮|杭朮|歙朮,M,,뿌리줄기(根莖),脾|胃,溫,苦|甘,,補氣藥,Compositae,3.75,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,적복령,赤茯苓,赤苓|赤茯|赤服岺|赤茯笭|赤茯苓,M,,표층 아래 淡紅色(표층 아래 淡紅色),心|脾|膀胱,平,甘|淡,,利水退腫藥,Polyporaceae,3.75,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,작약,芍藥,金芍藥|白芍|白芍藥|芍藥,M,,뿌리(根),肝|脾,微寒,苦|酸,,補血藥,Ranunculaceae,3.75,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,감초,甘草,甘艸|甘草|甘草根|枯甘草|國老|國老草|大甘草|大嗷|蕗草|美草|蜜甘|蜜草|粉甘草|紛甘草|粉草|紛草|生草|細甘草|小甘草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,1.875,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,곽향,藿香,藿去病|藿香梗|藿香葉|杜藿香|兜類婆香|猫地虎|排草香|排香草|蘇藿香|野藿香|玲瓏藿去病|川藿香|土藿香|合香,M,,지상부(地上部),脾|胃|肺,微溫,辛,,芳香化濕藥,Labiatae,1.875,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,반하,半夏,狗芋頭|老瓜蒜|老鴉眼|痰宮劈歷|大半夏|半下|白傍幾子|白羊眼半夏|小天南星|水玉|守田|示姑|羊眼|羊眼半夏|圓白半夏|地文|雉毛奴邑|雉毛邑|杏州半夏|和姑,M,,괴경(塊莖),脾|胃|肺,溫,辛,有毒,溫化寒痰藥,Araceae,1.875,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,대복피,大腹皮,大腹毛|大腹絨|茯毛|腹皮|檳榔衣|檳榔皮|草東床,M,,과피(果皮),脾|胃|大腸|小腸,微溫,辛,,理氣藥,Palmae,1.875,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,산사,山楂,檕梅|朹|朹子|棠朹子|棠梂子|唐山査|茅樝|鼻涕團|楂肉|楂子|山里果|山里紅果|山査|山楂實|山査肉|山楂肉|山査子|山楂子|酸楂片|酸棗|鼠査|鼠楂梂|鮮肥山楂|枾樝子|羊梂|映山紅果|赤楂|赤棗|赤爪|赤爪實|猴樝,M,,과실(果實),脾|胃|肝,微溫,酸|甘,,消食藥,Rosaceae,1.875,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,내복자,萊菔子,羌精子|羅菔子|蘿卜子|蘿蔔子|蘿菔子|蘿葍子|蘿子|蘆菔子|蘆萉子|唐菁子|登菘子|蘿蔔|蘿菔|羅蔔子|蘿福子|蘿蔔子|蘿葍子|夢白子|夢卜子|夢蔔子|夢爬子|雹突|葍䔰子|葍子|溫菘子|紫花菘子|楚菘子|土酥子,M,,종자(種子),肺|脾|胃,平,辛|甘,,消食藥,Cruciferae,1.875,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,삼릉,三棱,京三稜|京三稜|京三棱|光三棱|䔷根|半月天己|削堅都尉|三稜|三稜|三陵|石三棱|荊三稜|荊三棱|紅蒲根|黑三稜|黑三棱,M,,괴경(塊莖),肝|脾,平,辛|苦,,活血祛瘀藥,Sparganiaceae,1.875,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,아출,莪朮,羌七|廣荗|廣朮|文朮|蓬蒁|蓬莪|蓬莪荗|蓬莪朮|蓬朮|逢朮|山薑黃|蒁|蒁藥|莪術|莪荗|莪蒁|莪朮|芋兒七|靑薑|臭屎薑|破關符|波殺|片薑黃|黑心薑,M,,뿌리줄기(根莖),肝|脾,溫,辛|苦,,活血祛瘀藥,Zingiberaceae,1.875,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,청피,靑皮,大靑皮|細靑皮|小靑皮|靑柑兒皮|靑柑皮|靑橘皮|靑陳皮|青皮|杭靑皮,M,,과피(果皮),肝|膽,微溫,苦|辛,,理氣藥,Rutaceae,1.875,g
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,생강,生薑,干|薑根|鉤妝指|老生薑|頭生薑|面薑|母薑|母薑|母生薑|百辣雲|生姜|生羌|生薑母|鮮薑|鮮生薑|宿薑|宿薑|宿生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|陳生薑|菜薑|川薑|川百薑,M,,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,3,개
FO00700005,가감위령탕,加減胃苓湯,,肝系內科學,876,,,,대조,大棗,乾赤棗|乾棗|鷄心|鷄心棗|桂棗|灌棗|膠棗|南棗|丹棗|棠棗|大北棗|大棗|大棗肉|東棗|轆棗|美棗|搏落酥|白棗|北棗|肥棗|召|氏棗|羊角|良棗|牛頭|棯棗|紫棗|棗|棗膏|棗肉|棗脯|天蒸棗|靑州棗|墟棗|壺|紅棗,M,,과실(果實),脾|胃,溫,甘,,補氣藥,Rhamnaceae,2,개
FO00700006,가미대보탕,加味大補湯,,肝系內科學,876,,,,황기,黃芪,甘板麻|芰草|嫩黃耆|嫩黃芪|戴紛|戴糝|戴椹|獨椹|綿耆|綿芪|綿黃耆|綿黃芪|木耆|百本|百藥綿|北芪|艾草|王孫|箭芪|箭黃芪|蜀脂|妒婦|憲州黃耆|黃|黃耆,M,蜜炙,뿌리(根),肺|脾,溫,甘,,補氣藥,Leguminosae,2.625,g
FO00700006,가미대보탕,加味大補湯,,肝系內科學,876,,,,인삼,人蔘,揀參|高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|生曬參|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|園參|人微|人參|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|全鬚生曬參|地精|淸河人蔘|皺面丹|皺面還丹|土精|品蔘|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,2.625,g
FO00700006,가미대보탕,加味大補湯,,肝系內科學,876,,,,백출,白朮,乞力伽|鷄腿朮|貢朮|廣朮|狗頭朮|金錢朮|大白朮|臺白朮|臺朮|冬白朮|冬朮|馬薊|木朮|苗朮|白大壽|峰貢朮|桴薊|糞朮|沙邑條根|削朮|山薑|山芥|山薊|山連|山精|象朮|雪白朮|野朮|楊桴|楊桴薊|楊抱|楊枹薊|吳白朮|吳朮|于潛白朮|于潛朮|芋朮|雲頭朮|蕓白朮|雲白朮|雲片白朮|浙朮|種朮|天薊|天生朮|天蘇|朮|台白朮|片白術|片白朮|片朮|抱薊|豊慶朮|杭朮|歙朮,M,,뿌리줄기(根莖),脾|胃,溫,苦|甘,,補氣藥,Compositae,2.625,g
