처방아이디,처방한글명,처방한자명,출전,출처,페이지,증상한글명,증상한자명,일반인설명,약재한글명,약재한자명,약재이명,약재타입,수치법,약용부위,귀경,성,미,독성,분류,과명,용량,단위
FO00400003,가감위령탕,加減胃苓湯,醫鑑,腎系內科學,1419,,,,빈랑자,檳榔子,橄欖子|鷄心檳榔|納子|大白|大白檳|大白片|大腹檳榔|大腹子|臺檳|榔玉|馬金南|白檳榔|檳楠|檳郞|檳榔|賓郞|檳榔果|檳榔孫|檳榔玉|檳榔仁|檳榔子|賓門|檳玉|四京子|洗瘴|洗瘴丹|呂宋檳|仁榔|仁頻|椶然|尖檳|尖檳榔|海南檳榔|海南子|花白|花檳榔,M,,종자(種子),胃|大腸,溫,苦|辛,,驅蟲藥,Palmae,3,g
FO00400003,가감위령탕,加減胃苓湯,醫鑑,腎系內科學,1419,,,,산사,山楂,檕梅|朹|朹子|棠朹子|棠梂子|唐山査|茅樝|鼻涕團|楂肉|楂子|山里果|山里紅果|山査|山楂實|山査肉|山楂肉|山査子|山楂子|酸楂片|酸棗|鼠査|鼠楂梂|鮮肥山楂|枾樝子|羊梂|映山紅果|赤楂|赤棗|赤爪|赤爪實|猴樝,M,,과실(果實),脾|胃|肝,微溫,酸|甘,,消食藥,Rosaceae,2.625,g
FO00400003,가감위령탕,加減胃苓湯,醫鑑,腎系內科學,1419,,,,사인,砂仁,貢砂仁|賽桂香|宿|元砂仁|縮砂|縮砂蜜|縮砂蔤|縮砂仁|風味團頭,M,,과실(果實),脾|胃|腎,溫,辛,,芳香化濕藥,Zingiberaceae,2.625,g
FO00400003,가감위령탕,加減胃苓湯,醫鑑,腎系內科學,1419,,,,향부자,香附子,苦羌頭|雷公頭|大理府香附|大香附|大香附子|白香附|附末|附米|莎結|莎根|莎草根|雀頭香|猪通草茹|地藾根|地毛|草附子|抱靈居士|香附|香附米|香付子|黑香附,M,薑汁炒,뿌리줄기(根莖),肝|脾|三焦,平,辛|微甘|苦,,理氣藥,Cyperaceae,2.25,g
FO00400003,가감위령탕,加減胃苓湯,醫鑑,腎系內科學,1419,,,,대복피,大腹皮,大腹毛|大腹絨|茯毛|腹皮|檳榔衣|檳榔皮|草東床,M,,과피(果皮),脾|胃|大腸|小腸,微溫,辛,,理氣藥,Palmae,2.25,g
FO00400003,가감위령탕,加減胃苓湯,醫鑑,腎系內科學,1419,,,,감초,甘草,甘艸|甘草|甘草根|枯甘草|國老|國老草|大甘草|大嗷|蕗草|美草|蜜甘|蜜草|粉甘草|紛甘草|粉草|紛草|生草|細甘草|小甘草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,炙,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,1.125,g
FO00400003,가감위령탕,加減胃苓湯,醫鑑,腎系內科學,1419,,,,생강,生薑,干|薑根|鉤妝指|老生薑|頭生薑|面薑|母薑|母薑|母生薑|百辣雲|生姜|生羌|生薑母|鮮薑|鮮生薑|宿薑|宿薑|宿生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|陳生薑|菜薑|川薑|川百薑,M,,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,3,개
FO00400003,가감위령탕,加減胃苓湯,醫鑑,腎系內科學,1419,,,,등심초,燈心草,古乙心|曲屎草|老虎鬚|燈心|燈芯|燈芯草|燈草|碧玉草|席草|燒底賤|水燈心|水蔥|野蓆草|羊牌洞|龍鬚草|猪矢草|赤鬚|灯心草|秩草|鐵燈心|虎鬚|虎鬚草|虎酒草,M,,경수(莖髓),心|肺|小腸,微寒,甘|淡,,利尿通淋藥,Juncaceae,1,
FO00400004,가감주경원,加減駐景元,簡易,腎系內科學,1419,,,,토사자,菟絲子,金絲草|金黃絲子|菟絲|菟絲實|免絲子|夢絲子|無根藤子|小菟絲子|小粒菟絲子|迎陽子|龍鬚子|兎絲子|吐絲子|兔絲子|黃藤子,M,,종자(種子),肝|腎|脾,溫,辛|甘,,補陽藥,Convolvulaceae,300,g
FO00400004,가감주경원,加減駐景元,簡易,腎系內科學,1419,,,,구기자,枸杞子,却老子|甘拘杞|甘枸杞|甘杞子|枸茄茄|枸棘子|枸杞|枸杞果|枸杞豆|拘杞子|苟起子|狗奶子|拘蹄子|枸地芽子|杞子|朋眼草仔|三尸錄|石納蛧|雪厭珊瑚|靈寵|二尸錄|赤寶|地骨子|地仙子|天精子|甛菜子|靑精子|血枸子|血杞子|紅耳墮|紅靑椒,M,,과실(果實),肝|腎,平,甘,,補陰藥,Solanaceae,37.5,g
FO00400004,가감주경원,加減駐景元,簡易,腎系內科學,1419,,,,오미자,五味子,遼五味子|菋|北味|北五味|北五味子|嗽神|五味|遼五味|六亭劑|荎藸|玄及|紅內藤|會及,M,,과실(果實),肺|心|腎,溫,酸|甘,,澁精縮尿止帶藥,Magnoliaceae,37.5,g
FO00400004,가감주경원,加減駐景元,簡易,腎系內科學,1419,,,,차전자,車前子,車前實|車前仁|車煎子|風眼前仁|蝦蟆草子,M,,종자(種子),肝|腎|肺|小腸,微寒,甘,,利尿通淋藥,Plantaginaceae,37.5,g
FO00400004,가감주경원,加減駐景元,簡易,腎系內科學,1419,,,,저실자,楮實子,慤|角樹子|構泡|野楊梅子|任|楮桃|楮實|楮實子|穀木子|穀桑|穀樹卵子|穀樹子|穀實|穀子,M,,과실(果實),肝|腎,寒,甘,,補陰藥,Moraceae,37.5,g
FO00400004,가감주경원,加減駐景元,簡易,腎系內科學,1419,,,,천초,川椒,漢椒|紅椒,M,炒,,,,,,,Rutaceae,37.5,g
FO00400004,가감주경원,加減駐景元,簡易,腎系內科學,1419,,,,숙지황,熟地黃,大熟地|大懷熟|大懷熟|熟乾地黃|熟地|熟芐|懷慶熟地,M,,뿌리줄기(根莖),肝|腎,微溫,甘,,補血藥,Scrophulariaceae,18.75,g
FO00400004,가감주경원,加減駐景元,簡易,腎系內科學,1419,,,,당귀신,當歸身,當歸頭,M,,,,,,,,,18.75,g
FO00400005,가감팔미환,加減八味丸,,腎系內科學,1419,,,,숙지황,熟地黃,大熟地|大懷熟|大懷熟|熟乾地黃|熟地|熟芐|懷慶熟地,M,,뿌리줄기(根莖),肝|腎,微溫,甘,,補血藥,Scrophulariaceae,75,g
FO00400005,가감팔미환,加減八味丸,,腎系內科學,1419,,,,산약,山藥,幹山藥|九黃薑|白苕|佛掌薯|蛇芋|山薯|山芋|山藷|山板朮|薯藥|薯蕷|署豫|署預|修脆|兒草|野白薯|野山豆|蕷藥|延草|玉延|王茅|藷|藷粮|藷藇|諸署|土藷|扁子薯|淮山藥,M,微炒,뿌리줄기(根莖),脾|肺|腎,平,甘,,補氣藥,Dioscoreaceae,37.5,g
FO00400005,가감팔미환,加減八味丸,,腎系內科學,1419,,,,산수유,山茱萸,鷄足|鬾實|山茱|山茱臾|山萸|鼠矢|石棗|食茱萸|實棗兒|藥棗|萸肉|肉棗|蜀棗|湯主,M,,과실(果實),肝|腎,微溫,酸|澀,,澁精縮尿止帶藥,Cornaceae,37.5,g
FO00400005,가감팔미환,加減八味丸,,腎系內科學,1419,,,,복령,茯苓,更生|金翁|萬靈精|萬苓精|白茯|白伏苓|白服笭|白茯岺|白茯怜|白茯笭|白茯苓|白雲苓|伏菟|茯菟|伏靈|伏苓|服令|茯笭|茯蕶|伏兎|不死面|雪腴|松苓|松木薯|松薯|松腴|云苓|雲苓|子苓,M,,균핵(菌核)|적복령을 절편한 다음 백색부분(적복령을 절편한 다음 백색부분),心|心|肺|肺|脾|脾|腎|腎,平,甘|淡|甘|淡,,利水退腫藥,Polyporaceae,30,g
FO00400005,가감팔미환,加減八味丸,,腎系內科學,1419,,,,목단피,牡丹皮,洛陽皮|鹿韭|丹根|丹皮|牡丹|牧丹|牧丹根皮|牧丹皮|牧丹皮|木芍藥|粉丹皮|鼠姑|赤丹皮|條丹皮|血櫃|花相|花王,M,,근피(根皮),心|肝|腎,微寒,苦|辛,,淸熱凉血藥,Ranunculaceae,30,g
FO00400005,가감팔미환,加減八味丸,,腎系內科學,1419,,,,택사,澤瀉,建瀉|鵠瀉|鵠澤|及瀉|蘭紅|芒芋|福澤瀉|酸惡兪|宣澤瀉|水瀉|水澤瀉|禹瀉|禹孫|牛耳菜|天禿|天鵝蠶|川澤瀉|宅夕|宅泄|澤芝,M,酒蒸,괴경(塊莖),腎|膀胱,寒,甘,,利水退腫藥,Alismataceae,30,g
FO00400005,가감팔미환,加減八味丸,,腎系內科學,1419,,,,오미자,五味子,遼五味子|菋|北味|北五味|北五味子|嗽神|五味|遼五味|六亭劑|荎藸|玄及|紅內藤|會及,M,略炒,과실(果實),肺|心|腎,溫,酸|甘,,澁精縮尿止帶藥,Magnoliaceae,26.25,g
FO00400005,가감팔미환,加減八味丸,,腎系內科學,1419,,,,육계,肉桂,桂|桂楠|桂馥|桂碎|桂圓肉|桂爾通|桂通|桂皮|官桂|廣條桂|交趾桂|菌桂|箘桂|企邊桂|丹桂|丹陽木皮|大桂|咄者|辣桂|辢桂|楝桂|牡桂|木桂|薄桂|上肉桂|玉桂|尉佗桂|尉佗生|柳桂|油桂|油筒桂|紫桂|條桂|眞桂|甛肉桂|靑化桂|土桂楠|筒桂|板桂|黃瑤桂,M,,수피(樹皮),腎|脾|膀胱,熱,甘|辛,,溫裏藥,Lauraceae,18.75,g
FO00400006,가감향령산,加減香苓散,醫鑑,腎系內科學,1419,,,,지각,枳殼,奴隸|大枳殼|洞庭奴隸|商殼|商州枳殼|商枳殼|只殼|枳慤|枳角|枳穀|陳枳殼|香橙殼,M,,과실(果實),肺|脾|大腸,凉,苦|辛,,理氣藥,Rutaceae,2.625,g
FO00400006,가감향령산,加減香苓散,醫鑑,腎系內科學,1419,,,,진피,陳皮,柑子皮|柑皮|苦枥皮|苦榴皮|苦樹皮|廣柑皮|廣橘皮|廣陳皮|廣皮|貴老|橘子皮|橘皮|芩皮|攀槻皮|白樳木皮|樊槻皮|蜡樹皮|細辛木皮|新會柑皮|新會皮|梣槻皮|樳木皮|梣皮|若理木皮|浙陳皮|陳柑皮|陳廣皮|陳橘皮|秦白皮|陣皮|川橘皮|紅皮|黃橘皮,M,,과피(果皮),脾|肺,溫,辛|苦,,理氣藥,Rutaceae,2.625,g
FO00400006,가감향령산,加減香苓散,醫鑑,腎系內科學,1419,,,,향부자,香附子,苦羌頭|雷公頭|大理府香附|大香附|大香附子|白香附|附末|附米|莎結|莎根|莎草根|雀頭香|猪通草茹|地藾根|地毛|草附子|抱靈居士|香附|香附米|香付子|黑香附,M,,뿌리줄기(根莖),肝|脾|三焦,平,辛|微甘|苦,,理氣藥,Cyperaceae,2.625,g
FO00400006,가감향령산,加減香苓散,醫鑑,腎系內科學,1419,,,,활석,滑石,桂府滑石|共石|久冷|冷石|雷河督子|斑石|白玉粉|白仲寧|白滑|白滑石|番石|夕冷|石綾|石液|液石|留石|利竅|立制石|脆石|脫石|畵石|活石|磆石,M,,광물(鑛物),膀胱|肺|胃,寒,甘|淡,,利尿通淋藥,규산염류,2.625,g
FO00400006,가감향령산,加減香苓散,醫鑑,腎系內科學,1419,,,,차전자,車前子,車前實|車前仁|車煎子|風眼前仁|蝦蟆草子,M,,종자(種子),肝|腎|肺|小腸,微寒,甘,,利尿通淋藥,Plantaginaceae,2.625,g
FO00400006,가감향령산,加減香苓散,醫鑑,腎系內科學,1419,,,,삼릉,三棱,京三稜|京三稜|京三棱|光三棱|䔷根|半月天己|削堅都尉|三稜|三稜|三陵|石三棱|荊三稜|荊三棱|紅蒲根|黑三稜|黑三棱,M,,괴경(塊莖),肝|脾,平,辛|苦,,活血祛瘀藥,Sparganiaceae,2.625,g
FO00400006,가감향령산,加減香苓散,醫鑑,腎系內科學,1419,,,,창출,蒼朮,馬薊|茅君寶|茅山蒼朮|茅朮|山薑|山芥|山薊|山連|山精|仙朮|赤朮|地葵|陳蒼朮|蒼術|創出|天薊|天蘇|天精|朮,M,,뿌리줄기(根莖),脾|胃|肝,溫,辛|苦,,芳香化濕藥,Compositae,2.625,g
FO00400006,가감향령산,加減香苓散,醫鑑,腎系內科學,1419,,,,마황,麻黃,麻黃草|卑相|卑鹽|西麻黃|龍沙|赤根|淨麻黃|中央節土|中黃節土|陳麻黃,M,,초질경(草質莖),肺|膀胱,溫,辛|微苦,,發散風寒藥,Ephedraceae,2.625,g
FO00400006,가감향령산,加減香苓散,醫鑑,腎系內科學,1419,,,,저령,猪苓,豭猪屎|結豬苓|導河椽|苓|木豬苓|茱苓|豕零|豕橐|猪|猪零|豬苓|猪屎苓|朱苓|地烏桃|豨苓,M,,균핵(菌核),腎|膀胱,平,甘|淡,,利水退腫藥,Polyporaceae,2.625,g
FO00400006,가감향령산,加減香苓散,醫鑑,腎系內科學,1419,,,,택사,澤瀉,建瀉|鵠瀉|鵠澤|及瀉|蘭紅|芒芋|福澤瀉|酸惡兪|宣澤瀉|水瀉|水澤瀉|禹瀉|禹孫|牛耳菜|天禿|天鵝蠶|川澤瀉|宅夕|宅泄|澤芝,M,,괴경(塊莖),腎|膀胱,寒,甘,,利水退腫藥,Alismataceae,2.625,g
FO00400006,가감향령산,加減香苓散,醫鑑,腎系內科學,1419,,,,목통,木通,萬年|萬年藤|木桶|葍藤|附支|烏麩葍|烏棪|王翁|依商|張翁|丁父|丁翁|通草,M,,줄기(莖),心|小腸|膀胱,寒,苦,,利尿通淋藥,Lardizabalaceae,2.625,g
FO00400006,가감향령산,加減香苓散,醫鑑,腎系內科學,1419,,,,창출,蒼朮,馬薊|茅君寶|茅山蒼朮|茅朮|山薑|山芥|山薊|山連|山精|仙朮|赤朮|地葵|陳蒼朮|蒼術|創出|天薊|天蘇|天精|朮,M,,뿌리줄기(根莖),脾|胃|肝,溫,辛|苦,,芳香化濕藥,Compositae,2.625,g
FO00400006,가감향령산,加減香苓散,醫鑑,腎系內科學,1419,,,,천련자,川楝子,苦楝子|金鈴子|金鈴子|楝失|石茱萸|練實|仁棗|川楝|川楝實|川練肉|川鍊肉|川練子|川連子|川鍊子,M,,과실(果實),肝|胃|小腸,寒,苦,小毒,理氣藥,Meliaceae,2.625,g
FO00400006,가감향령산,加減香苓散,醫鑑,腎系內科學,1419,,,,현호색,玄胡索,延胡|延胡索|元胡|元胡索|玄胡|玄胡索,M,,괴경(塊莖),肝|脾,溫,辛|苦,,活血祛瘀藥,Papaveraceae,2.625,g
FO00400006,가감향령산,加減香苓散,醫鑑,腎系內科學,1419,,,,감초,甘草,甘艸|甘草|甘草根|枯甘草|國老|國老草|大甘草|大嗷|蕗草|美草|蜜甘|蜜草|粉甘草|紛甘草|粉草|紛草|生草|細甘草|小甘草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,2.625,g
FO00400007,가감호골산,加減虎骨散,入門,腎系內科學,1419,,,,호골,虎骨,露犬骨|文蟲骨|伯都骨|虪骨|于兎骨|威骨|李父骨|李耳骨|子虎脛骨|虦猫骨|伥兎骨|虎脛骨,M,,골격(骨骼),肝|腎,溫,辛,,袪風濕强筋骨藥,Felidae,112.5,g
FO00400007,가감호골산,加減虎骨散,入門,腎系內科學,1419,,,,몰약,沒藥,末藥|明沒藥|沒葯|淨沒藥|眞沒藥|黑沒藥,M,,수지(樹脂),肝|脾,平,苦,,活血祛瘀藥,Burseraceae,18.75,g
FO00400008,가구자환,家韭子丸,得效,腎系內科學,1419,,,,구자,韮子,家韭子|家韮子|韭子|韭菜仁|韭菜子,M,炒,종자(種子),肝|腎,溫,辛|甘,,補陽藥,Liliaceae,225,g
FO00400008,가구자환,家韭子丸,得效,腎系內科學,1419,,,,녹용,鹿茸,茄茸|茄子茸|九女春|懶鹿茸|囊角|老鹿茸|鹿蟲|嫩茄茸|嫩鹿茸|袋角|毛鹿茸|班龍珠|茸角|紫鹿茸|衝天室|血鹿茸,M,燎去毛,뿔(角),腎|肝,溫,甘|鹹,,補陽藥,Cervidae,150,g
