처방아이디,처방한글명,처방한자명,출전,출처,페이지,증상한글명,증상한자명,일반인설명,약재한글명,약재한자명,약재이명,약재타입,수치법,약용부위,귀경,성,미,독성,분류,과명,용량,단위
FO00300002,가감소요산,加減消遙散,醫鑑,心系內科學,475,,,,소요산,逍遙散,消遙散,F,,,,,,,,,,
FO00300002,가감소요산,加減消遙散,醫鑑,心系內科學,475,,,,호황련,胡黃蓮,假黃連|割孤露澤|胡蓮|胡連|胡黃連,M,,뿌리줄기(根莖),肝|胃|大腸,寒,苦,,淸虛熱藥,Scrophulariaceae,,각등분
FO00300002,가감소요산,加減消遙散,醫鑑,心系內科學,475,,,,맥문동,麥門冬,筧寸冬|京元|階前草根|大麥冬|冬兒沙里|麥冬|麥文|麥門|麥門東|綿麥冬|虋冬|門火冬|不死|不死藥|沙草秀根|蘇瓜丐|安神隊枝|野麥冬|餘粮|禹餘粮|正淸|寸冬|寸麥冬|雉骨木|杭瓜丐|杭寸|杭寸冬,M,,괴근(塊根),肺|胃|心,微寒,甘|微苦,,補陰藥,Liliaceae,,각등분
FO00300002,가감소요산,加減消遙散,醫鑑,心系內科學,475,,,,지골피,地骨皮,却老根|却暑|苦杞|枸檵|枸杞根|苟起根|枸杞根皮|狗奶子根皮|狗地芽皮|金山茄根|杞根|伏塵氈|山枸杞根|山杞子根|西王母杖|仙人杖|仙杖|苫彌|地骨|地骨冠|地輔|地仙|地節|地精|甛齒牙根|紅榴根皮|紅耳墮根,M,,근피(根皮),肺|肝|腎,寒,甘,,淸虛熱藥,Solanaceae,,각등분
FO00300002,가감소요산,加減消遙散,醫鑑,心系內科學,475,,,,황금,黃芩,經芩|枯腸|空腸|芩|內虛|㹠尾芩|腐腸|北芩|西芩|鼠尾芩|細挺子黃芩|宿芩|印頭|子芩|條芩|條黃芩|酒芩|珠條芩|妒婦|片芩|皮黃芩|虹勝|黃笒|黃文|黃岑,M,,뿌리(根),肺|膽|胃|大腸|小腸,寒,苦,,淸熱燥濕藥,Labiatae,,각등분
FO00300002,가감소요산,加減消遙散,醫鑑,心系內科學,475,,,,진교,秦艽,綱草|葵艽|大艽|大秦艽|夢卜艽|辮子艽|産家大器|西大艽|西秦艽|左擰|左扭|左寧根|左秦艽|奏艽|秦瓜|津膠|秦膠|秦仇|蓁艽|秦糾|秦芃|秦爪,M,,뿌리(根),胃|肝|膽,微寒,苦|辛,,袪風濕止痺痛藥,Centianaceae,,각등분
FO00300002,가감소요산,加減消遙散,醫鑑,心系內科學,475,,,,차전자,車前子,車前實|車前仁|車煎子|風眼前仁|蝦蟆草子,M,,종자(種子),肝|腎|肺|小腸,微寒,甘,,利尿通淋藥,Plantaginaceae,,각등분
FO00300003,가감호골산,加減虎骨散,醫學入門,心系內科學,475,,,,호골,虎骨,露犬骨|文蟲骨|伯都骨|虪骨|于兎骨|威骨|李父骨|李耳骨|子虎脛骨|虦猫骨|伥兎骨|虎脛骨,M,,골격(骨骼),肝|腎,溫,辛,,袪風濕强筋骨藥,Felidae,120,g
FO00300003,가감호골산,加減虎骨散,醫學入門,心系內科學,475,,,,몰약,沒藥,末藥|明沒藥|沒葯|淨沒藥|眞沒藥|黑沒藥,M,,수지(樹脂),肝|脾,平,苦,,活血祛瘀藥,Burseraceae,20,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,인삼,人蔘,揀參|高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|生曬參|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|園參|人微|人參|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|全鬚生曬參|地精|淸河人蔘|皺面丹|皺面還丹|土精|品蔘|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,2.8,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,백출,白朮,乞力伽|鷄腿朮|貢朮|廣朮|狗頭朮|金錢朮|大白朮|臺白朮|臺朮|冬白朮|冬朮|馬薊|木朮|苗朮|白大壽|峰貢朮|桴薊|糞朮|沙邑條根|削朮|山薑|山芥|山薊|山連|山精|象朮|雪白朮|野朮|楊桴|楊桴薊|楊抱|楊枹薊|吳白朮|吳朮|于潛白朮|于潛朮|芋朮|雲頭朮|蕓白朮|雲白朮|雲片白朮|浙朮|種朮|天薊|天生朮|天蘇|朮|台白朮|片白術|片白朮|片朮|抱薊|豊慶朮|杭朮|歙朮,M,,뿌리줄기(根莖),脾|胃,溫,苦|甘,,補氣藥,Compositae,2.8,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,복령,茯苓,更生|金翁|萬靈精|萬苓精|白茯|白伏苓|白服笭|白茯岺|白茯怜|白茯笭|白茯苓|白雲苓|伏菟|茯菟|伏靈|伏苓|服令|茯笭|茯蕶|伏兎|不死面|雪腴|松苓|松木薯|松薯|松腴|云苓|雲苓|子苓,M,,균핵(菌核)|적복령을 절편한 다음 백색부분(적복령을 절편한 다음 백색부분),心|心|肺|肺|脾|脾|腎|腎,平,甘|淡|甘|淡,,利水退腫藥,Polyporaceae,2.8,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,당귀,當歸,乾歸|歸尾|金當歸|當歸身尾|馬尾歸|馬尾當歸|常歸|秦歸|秦當歸|川當歸,M,酒洗,뿌리(根),心|肝|脾,溫,甘|辛,,補血藥,Umbelliferae,2.8,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,천궁,川芎,京芎|貫芎|鞠窮|芎|芎窮|芎藭|芎營|茶芎|大芎|臺芎|大川芎|杜芎|馬銜芎藭|撫芎|蕪芎|撫川芎|山鞠窮|西芎|西撫芎|小撫芎|小川芎|藥芹|雀腦芎|正川芎|眞川芎|天芎|川芎藭|川撫芎|川元蠢|香果|壺藭|胡藭|蒿本,M,,뿌리줄기(根莖),肝|膽|心包,溫,辛,,活血祛瘀藥,Umbelliferae,2.8,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,작약,芍藥,金芍藥|白芍|白芍藥|芍藥,M,,뿌리(根),肝|脾,微寒,苦|酸,,補血藥,Ranunculaceae,2.8,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,숙지황,熟地黃,大熟地|大懷熟|大懷熟|熟乾地黃|熟地|熟芐|懷慶熟地,M,,뿌리줄기(根莖),肝|腎,微溫,甘,,補血藥,Scrophulariaceae,2.8,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,오약,烏藥,銅錢柴|斑皮柴|鰟魮|房花|比目沈香|硏藥|矮脚樟|矮樟|天臺烏藥|天台烏|天台烏藥|台麻|台烏|台烏藥,M,,괴근(塊根),脾|肺|腎|膀胱,溫,辛,,理氣藥,Lauraceae,2,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,우슬,牛膝,鷄胶骨|對吊草|杜牛膝|百倍|山莧菜|牛莖|牛踝膝|川牛膝|紅牛膝|懷牛膝|淮牛膝,M,酒洗,뿌리(根),肝|腎,平,苦|酸,,活血祛瘀藥,Amaranthaceae,2,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,두중,杜仲,鬼仙木|亂銀絲|杜仲|杜仲皮|杜沖|杜冲|檰|棉杜仲|綿杜仲|棉花|木綿|絲楝樹皮|思仙|絲連皮|思仲|石思仙|玉絲皮|川杜仲|厚杜仲,M,酒炒,수피(樹皮),肝|腎,溫,甘|微辛,,補陽藥,Eucommiaceae,2,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,모과,木瓜,蠻楂|木果|木瓜|木瓜實|楙|宣木瓜|川木瓜|鐵脚梨|貼梗海棠|皺皮木瓜,M,,과실(果實),肝|脾,溫,酸,,舒筋活絡藥,Rosaceae,2,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,방풍,防風,蕑根|硬防風|曲方氏|公防風|銅蕓|馬英子|母防風|反風|防豊|防風根|百韭|百蜚|百種|百枝|屛防|屛風|屛風草|山芹菜|山花菜|西口風|續弦膠|軟防風|齊州防風|風肉|筆防風|解州防風|回辛|迴蕓|回草|茴草,M,,뿌리(根)|뿌리줄기(根莖),肝|脾|膀胱,溫,辛|甘,,發散風寒藥,Umbelliferae,2,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,강활,羌活,羌靑|羌滑|曲藥|狗引子花|西羌活|蠶羌|竹節羌|退風使者|護羌使者|胡王使者|黑藥,M,,뿌리(根)|뿌리줄기(根莖),膀胱|腎,溫,辛|苦,,發散風寒藥,Umbelliferae,2,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,독활,獨活,獨搖草|獨滑|山前獨活|肉獨活|恩施獨活|長生草|地頭乙戶邑|川獨活,M,,뿌리(根),腎|膀胱|大腸,微溫,辛|苦,,袪風濕止痺痛藥,Umbelliferae,2,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,의이인,薏苡仁,感米|起目|起實|芑實|米仁|米珠|玉珠|有乙梅|薏米|薏米仁|薏意苡仁|薏苡|意苡仁|薏以仁|薏仁|薏珠子|苡米|苡米仁|苡薏米|苡仁|苡仁米|珠子米|草魚目|草珠兒|解蠡|回回米,M,,종자(種子),脾|胃|肺,凉,甘|淡,,利水退腫藥,Gramineae,2,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,부자,附子,漏籃子|大附子|大黑附子|綿附|明附片|白幕|熟白附子|中附子|萴|卽子|萴子|川附子|側子|虎掌|黑附子,M,炮,자근(子根),心|脾|腎,熱,甘|辛,有毒,溫裏藥,Ranunculaceae,1.2,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,침향,沈香,蜜香|沈香|阿迦嚧華|惡揭嚕|眞沈香|沈束|沈水香|沈朿|沉香|沉香|香沉香,M,,목재(木材),腎|脾|胃,溫,辛|苦,,理氣藥,Thymelaeaceae,1.2,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,목향,木香,廣木香|南木香|唐木香|大通綠|蜜香|番木香|五木香|五香|雲南木香|雲木香|印木香|一根草|靑木香|土木香,M,,뿌리(根),脾|胃|大腸|三焦|膽,溫,辛|苦,,理氣藥,Compositae,1.2,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,육계,肉桂,桂|桂楠|桂馥|桂碎|桂圓肉|桂爾通|桂通|桂皮|官桂|廣條桂|交趾桂|菌桂|箘桂|企邊桂|丹桂|丹陽木皮|大桂|咄者|辣桂|辢桂|楝桂|牡桂|木桂|薄桂|上肉桂|玉桂|尉佗桂|尉佗生|柳桂|油桂|油筒桂|紫桂|條桂|眞桂|甛肉桂|靑化桂|土桂楠|筒桂|板桂|黃瑤桂,M,,수피(樹皮),腎|脾|膀胱,熱,甘|辛,,溫裏藥,Lauraceae,1.2,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,감초,甘草,甘艸|甘草|甘草根|枯甘草|國老|國老草|大甘草|大嗷|蕗草|美草|蜜甘|蜜草|粉甘草|紛甘草|粉草|紛草|生草|細甘草|小甘草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,1.2,g
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,생강,生薑,干|薑根|鉤妝指|老生薑|頭生薑|面薑|母薑|母薑|母生薑|百辣雲|生姜|生羌|生薑母|鮮薑|鮮生薑|宿薑|宿薑|宿生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|陳生薑|菜薑|川薑|川百薑,M,,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,3,개
FO00300004,가미대보탕,加味大補湯,萬病回春,心系內科學,475,,,,대조,大棗,乾赤棗|乾棗|鷄心|鷄心棗|桂棗|灌棗|膠棗|南棗|丹棗|棠棗|大北棗|大棗|大棗肉|東棗|轆棗|美棗|搏落酥|白棗|北棗|肥棗|召|氏棗|羊角|良棗|牛頭|棯棗|紫棗|棗|棗膏|棗肉|棗脯|天蒸棗|靑州棗|墟棗|壺|紅棗,M,,과실(果實),脾|胃,溫,甘,,補氣藥,Rhamnaceae,2,개
FO00300005,가미사칠탕,加味四七湯,得效,心系內科學,475,,,,우슬,牛膝,鷄胶骨|對吊草|杜牛膝|百倍|山莧菜|牛莖|牛踝膝|川牛膝|紅牛膝|懷牛膝|淮牛膝,M,,뿌리(根),肝|腎,平,苦|酸,,活血祛瘀藥,Amaranthaceae,4.8,g
FO00300005,가미사칠탕,加味四七湯,得效,心系內科學,475,,,,적복령,赤茯苓,赤苓|赤茯|赤服岺|赤茯笭|赤茯苓,M,,표층 아래 淡紅色(표층 아래 淡紅色),心|脾|膀胱,平,甘|淡,,利水退腫藥,Polyporaceae,4.8,g
FO00300005,가미사칠탕,加味四七湯,得效,心系內科學,475,,,,후박,厚朴,濃朴|淡伯|大厚朴|烈朴|油朴|紫油朴|紫厚朴|赤朴|重皮|川朴|川厚朴|川厚樸|厚樸|厚朴皮|厚皮,M,,수피(樹皮),脾|胃|肺|大腸,溫,苦|辛,,芳香化濕藥,Magnoliaceae,4.8,g
FO00300005,가미사칠탕,加味四七湯,得效,心系內科學,475,,,,복신,茯神,白伏神|白茯神|伏神,M,,송근(松根),心|脾,平,甘|淡,,利水退腫藥,Polyporaceae,3.2,g
FO00300005,가미사칠탕,加味四七湯,得效,心系內科學,475,,,,자소엽,紫蘇葉,桂荏葉|嫩紫蘇葉|白魚蘇葉|山魚蘇葉|蘇葉|水蘇葉|水壯元葉|紫蘇|赤蘇葉|皺紫蘇葉|香蘇葉|紅蘇葉|紅紫蘇葉,M,,잎(葉),肺|脾,溫,辛,,發散風寒藥,Labiatae,3.2,g
FO00300005,가미사칠탕,加味四七湯,得效,心系內科學,475,,,,원지,遠志,苦葽|苦遠志|關遠志|棘菀|蕀蒬|細草|小鷄眼|小鷄腿|小草|䒕草|阿只草|餘糧|葽|葽繞|遠䓌|遠志根|淸遠志,M,薑製,뿌리(根),肺|心|腎,微溫,苦|辛,,安神藥,Polygalaceae,2,g
FO00300005,가미사칠탕,加味四七湯,得效,心系內科學,475,,,,감초,甘草,甘艸|甘草|甘草根|枯甘草|國老|國老草|大甘草|大嗷|蕗草|美草|蜜甘|蜜草|粉甘草|紛甘草|粉草|紛草|生草|細甘草|小甘草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,2,g
FO00300005,가미사칠탕,加味四七湯,得效,心系內科學,475,,,,생강,生薑,干|薑根|鉤妝指|老生薑|頭生薑|面薑|母薑|母薑|母生薑|百辣雲|生姜|生羌|生薑母|鮮薑|鮮生薑|宿薑|宿薑|宿生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|陳生薑|菜薑|川薑|川百薑,M,,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,3,개
FO00300005,가미사칠탕,加味四七湯,得效,心系內科學,475,,,,대조,大棗,乾赤棗|乾棗|鷄心|鷄心棗|桂棗|灌棗|膠棗|南棗|丹棗|棠棗|大北棗|大棗|大棗肉|東棗|轆棗|美棗|搏落酥|白棗|北棗|肥棗|召|氏棗|羊角|良棗|牛頭|棯棗|紫棗|棗|棗膏|棗肉|棗脯|天蒸棗|靑州棗|墟棗|壺|紅棗,M,,과실(果實),脾|胃,溫,甘,,補氣藥,Rhamnaceae,2,개
FO00300005,가미사칠탕,加味四七湯,得效,心系內科學,475,,,,석창포,石菖蒲,苦菖蒲|九節菖|望見消|木蜡|百節菖蒲|紛菖|石蜈蚣|石昌蒲|石菖浦|卬|䒢|䒢䓉|陽春雪|堯韭|堯時薤|紫耳|紫菖蒲|昌本|昌陽|昌草|菖蒲|菖蒲|菖蒲根|寸菖蒲|香菖|香菖蒲|香蒲,M,,뿌리줄기(根莖),心|胃,溫,辛|苦,,開竅藥,Araceae,0.5,
FO00300006,가미삼요탕,加味三拗湯,和劑局方,心系內科學,475,,,,마황,麻黃,麻黃草|卑相|卑鹽|西麻黃|龍沙|赤根|淨麻黃|中央節土|中黃節土|陳麻黃,M,,초질경(草質莖),肺|膀胱,溫,辛|微苦,,發散風寒藥,Ephedraceae,6,g
FO00300006,가미삼요탕,加味三拗湯,和劑局方,心系內科學,475,,,,행인,杏仁,苦杏仁|老陰子|大杏仁|德兒|木落子|北杏|北杏仁|雙杏仁|原杏仁|眞杏仁|甛梅仁|草金丹|杏人|杏子|杏核人|杏核仁|囫圇杏仁,M,,종자(種子),肺|大腸,微溫,苦,小毒,止咳平喘藥,Rosaceae,6,g
FO00300006,가미삼요탕,加味三拗湯,和劑局方,心系內科學,475,,,,감초,甘草,甘艸|甘草|甘草根|枯甘草|國老|國老草|大甘草|大嗷|蕗草|美草|蜜甘|蜜草|粉甘草|紛甘草|粉草|紛草|生草|細甘草|小甘草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,6,g
FO00300006,가미삼요탕,加味三拗湯,和劑局方,心系內科學,475,,,,상백피,桑白皮,白桑皮|伏蛇|桑根白|桑根白皮|桑根皮|桑白皮根|桑樹皮|桑皮|桑皮|延年卷雪|葽食蚕,M,,근피(根皮),肺,寒,甘,,止咳平喘藥,Moraceae,4,g
FO00300006,가미삼요탕,加味三拗湯,和劑局方,心系內科學,475,,,,지모,知母,苦心|韭逢|芪母|蚔母|老梗|鹿別|東根|水參|水須|水浚|蓍母|兒草|野蓼|女雷|女理|連母|提母|蝭母|紙母|知毋|地參|昌支|莐藩|貨母|孝梗,M,,뿌리줄기(根莖),腎|胃|肺,寒,苦|甘,,淸熱瀉火藥,Liliaceae,4,g
FO00300006,가미삼요탕,加味三拗湯,和劑局方,心系內科學,475,,,,황금,黃芩,經芩|枯腸|空腸|芩|內虛|㹠尾芩|腐腸|北芩|西芩|鼠尾芩|細挺子黃芩|宿芩|印頭|子芩|條芩|條黃芩|酒芩|珠條芩|妒婦|片芩|皮黃芩|虹勝|黃笒|黃文|黃岑,M,,뿌리(根),肺|膽|胃|大腸|小腸,寒,苦,,淸熱燥濕藥,Labiatae,4,g
FO00300006,가미삼요탕,加味三拗湯,和劑局方,心系內科學,475,,,,생강,生薑,干|薑根|鉤妝指|老生薑|頭生薑|面薑|母薑|母薑|母生薑|百辣雲|生姜|生羌|生薑母|鮮薑|鮮生薑|宿薑|宿薑|宿生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|陳生薑|菜薑|川薑|川百薑,M,,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,5,개
FO00300007,가미생맥산,加味生脈散,內外傷變惑論,心系內科學,475,,,,맥문동,麥門冬,筧寸冬|京元|階前草根|大麥冬|冬兒沙里|麥冬|麥文|麥門|麥門東|綿麥冬|虋冬|門火冬|不死|不死藥|沙草秀根|蘇瓜丐|安神隊枝|野麥冬|餘粮|禹餘粮|正淸|寸冬|寸麥冬|雉骨木|杭瓜丐|杭寸|杭寸冬,M,,괴근(塊根),肺|胃|心,微寒,甘|微苦,,補陰藥,Liliaceae,8,g
FO00300007,가미생맥산,加味生脈散,內外傷變惑論,心系內科學,475,,,,인삼,人蔘,揀參|高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|生曬參|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|園參|人微|人參|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|全鬚生曬參|地精|淸河人蔘|皺面丹|皺面還丹|土精|品蔘|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,4,g
FO00300007,가미생맥산,加味生脈散,內外傷變惑論,心系內科學,475,,,,오미자,五味子,遼五味子|菋|北味|北五味|北五味子|嗽神|五味|遼五味|六亭劑|荎藸|玄及|紅內藤|會及,M,,과실(果實),肺|心|腎,溫,酸|甘,,澁精縮尿止帶藥,Magnoliaceae,4,g
FO00300007,가미생맥산,加味生脈散,內外傷變惑論,心系內科學,475,,,,향유,香薷,奴也只|董葇|茂藥|蜜蜂草|山翁|䖆葇|葇|紫花香葇|淸凉種|香茹|香茸|香蕕|香葇|香戎|香菜|香草,M,,전초(全草),肺|胃,微溫,辛,,發散風寒藥,Labiatae,4,g
FO00300007,가미생맥산,加味生脈散,內外傷變惑論,心系內科學,475,,,,백편두,白扁豆,南豆|南扁豆|茶豆|藤豆|白藊豆|白蛾眉豆|白扁豆|白萹豆|藊豆|生扁豆|雪眉同氣|小刁豆|樹豆|蛾眉豆|羊眼豆|凉衍豆|沿籬豆|沿篱豆|炒扁豆|膨皮豆|扁豆|扁豆子|䜶䝄|火鎌扁豆|火鐮扁豆,M,,종자(種子),脾|胃,微溫,甘,,補氣藥,Leguminosae,4,g
FO00300008,가미소요산,加味逍遙散,婦人良方,心系內科學,475,,,,감초,甘草,甘艸|甘草|甘草根|枯甘草|國老|國老草|大甘草|大嗷|蕗草|美草|蜜甘|蜜草|粉甘草|紛甘草|粉草|紛草|生草|細甘草|小甘草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,炙,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,4,g
FO00300008,가미소요산,加味逍遙散,婦人良方,心系內科學,475,,,,당귀,當歸,乾歸|歸尾|金當歸|當歸身尾|馬尾歸|馬尾當歸|常歸|秦歸|秦當歸|川當歸,M,,뿌리(根),心|肝|脾,溫,甘|辛,,補血藥,Umbelliferae,4,g
FO00300008,가미소요산,加味逍遙散,婦人良方,心系內科學,475,,,,작약,芍藥,金芍藥|白芍|白芍藥|芍藥,M,,뿌리(根),肝|脾,微寒,苦|酸,,補血藥,Ranunculaceae,4,g
FO00300008,가미소요산,加味逍遙散,婦人良方,心系內科學,475,,,,복령,茯苓,更生|金翁|萬靈精|萬苓精|白茯|白伏苓|白服笭|白茯岺|白茯怜|白茯笭|白茯苓|白雲苓|伏菟|茯菟|伏靈|伏苓|服令|茯笭|茯蕶|伏兎|不死面|雪腴|松苓|松木薯|松薯|松腴|云苓|雲苓|子苓,M,,균핵(菌核)|적복령을 절편한 다음 백색부분(적복령을 절편한 다음 백색부분),心|心|肺|肺|脾|脾|腎|腎,平,甘|淡|甘|淡,,利水退腫藥,Polyporaceae,4,g
