처방아이디,처방한글명,처방한자명,출전,출처,페이지,증상한글명,증상한자명,일반인설명,약재한글명,약재한자명,약재이명,약재타입,수치법,약용부위,귀경,성,미,독성,분류,과명,용량,단위
FO00600002,가감목향산,加減木香散,,脾系內科學,447,,,,승마,升麻,鷄骨升麻|苦龍芽菜|鬼臉升麻|鬼眼升麻|綠色升麻|綠升麻|達呼爾升麻|收靡|龍眼根|周麻|周升麻|地龍芽|川升麻|雉麻|花升麻|黑升麻,M,,뿌리줄기(根莖),肺|脾|胃|大腸,微寒,辛|微甘,,發散風熱藥,Ranunculaceae,10,g
FO00600002,가감목향산,加減木香散,,脾系內科學,447,,,,빈랑자,檳榔子,橄欖子|鷄心檳榔|納子|大白|大白檳|大白片|大腹檳榔|大腹子|臺檳|榔玉|馬金南|白檳榔|檳楠|檳郞|檳榔|賓郞|檳榔果|檳榔孫|檳榔玉|檳榔仁|檳榔子|賓門|檳玉|四京子|洗瘴|洗瘴丹|呂宋檳|仁榔|仁頻|椶然|尖檳|尖檳榔|海南檳榔|海南子|花白|花檳榔,M,,종자(種子),胃|大腸,溫,苦|辛,,驅蟲藥,Palmae,10,g
FO00600002,가감목향산,加減木香散,,脾系內科學,447,,,,인삼,人蔘,揀參|高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|生曬參|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|園參|人微|人參|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|全鬚生曬參|地精|淸河人蔘|皺面丹|皺面還丹|土精|品蔘|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,10,g
FO00600002,가감목향산,加減木香散,,脾系內科學,447,,,,백출,白朮,乞力伽|鷄腿朮|貢朮|廣朮|狗頭朮|金錢朮|大白朮|臺白朮|臺朮|冬白朮|冬朮|馬薊|木朮|苗朮|白大壽|峰貢朮|桴薊|糞朮|沙邑條根|削朮|山薑|山芥|山薊|山連|山精|象朮|雪白朮|野朮|楊桴|楊桴薊|楊抱|楊枹薊|吳白朮|吳朮|于潛白朮|于潛朮|芋朮|雲頭朮|蕓白朮|雲白朮|雲片白朮|浙朮|種朮|天薊|天生朮|天蘇|朮|台白朮|片白術|片白朮|片朮|抱薊|豊慶朮|杭朮|歙朮,M,,뿌리줄기(根莖),脾|胃,溫,苦|甘,,補氣藥,Compositae,10,g
FO00600002,가감목향산,加減木香散,,脾系內科學,447,,,,신곡,神麯,曲|麥曲|米化先生|細麴|細麯|神曲|神麴|六曲|六神曲|六月六一曲|六丁曲|仁陷|制神曲|陳曲|陳神曲|化米花生,M,炒,발효한 것(醱酵),脾|胃,溫,甘|辛,,消食藥,Gramineae,8,g
FO00600002,가감목향산,加減木香散,,脾系內科學,447,,,,육두구,肉豆蔲,迦拘勒|豆蔲|脾安瑞氣|玉叩|玉果|肉叩|肉果|肉果|肉蔲|肉豆|肉豆叩|肉荳蒄|肉豆寇|肉豆扣|肉荳蔲|肉豆蔻|頂頭肉|統肉果,M,煨,과실(果實),脾|胃|大腸,溫,辛,,止瀉藥,Myristicaceae,2,g
FO00600002,가감목향산,加減木香散,,脾系內科學,447,,,,오수유,吳茱萸,九日三官|搜筵|茱萸|藥茱萸|吳茱臾|筽茱萸|茣茱臾|吳萸|吳楸|左力|辟邪翁,M,湯洗,과실(果實),肝|脾|胃|腎,熱,辛|苦,有毒,溫裏藥,Rutaceae,2,g
FO00600002,가감목향산,加減木香散,,脾系內科學,447,,,,건강,乾薑,干薑|幹薑|幹生薑|乾干|乾姜|乾鶩|乾生薑|均薑|老干|綿薑|白薑|白乾薑|川乾薑|泡薑,M,炮,뿌리줄기(根莖),脾|胃|肺,熱,辛,,溫裏藥,Zingiberaceae,2,g
FO00600002,가감목향산,加減木香散,,脾系內科學,447,,,,진피,陳皮,柑子皮|柑皮|苦枥皮|苦榴皮|苦樹皮|廣柑皮|廣橘皮|廣陳皮|廣皮|貴老|橘子皮|橘皮|芩皮|攀槻皮|白樳木皮|樊槻皮|蜡樹皮|細辛木皮|新會柑皮|新會皮|梣槻皮|樳木皮|梣皮|若理木皮|浙陳皮|陳柑皮|陳廣皮|陳橘皮|秦白皮|陣皮|川橘皮|紅皮|黃橘皮,M,,과피(果皮),脾|肺,溫,辛|苦,,理氣藥,Rutaceae,2,g
FO00600002,가감목향산,加減木香散,,脾系內科學,447,,,,사인,砂仁,貢砂仁|賽桂香|宿|元砂仁|縮砂|縮砂蜜|縮砂蔤|縮砂仁|風味團頭,M,,과실(果實),脾|胃|腎,溫,辛,,芳香化濕藥,Zingiberaceae,2,g
FO00600003,가감보화환,加減保和丸,,脾系內科學,447,,,,백출,白朮,乞力伽|鷄腿朮|貢朮|廣朮|狗頭朮|金錢朮|大白朮|臺白朮|臺朮|冬白朮|冬朮|馬薊|木朮|苗朮|白大壽|峰貢朮|桴薊|糞朮|沙邑條根|削朮|山薑|山芥|山薊|山連|山精|象朮|雪白朮|野朮|楊桴|楊桴薊|楊抱|楊枹薊|吳白朮|吳朮|于潛白朮|于潛朮|芋朮|雲頭朮|蕓白朮|雲白朮|雲片白朮|浙朮|種朮|天薊|天生朮|天蘇|朮|台白朮|片白術|片白朮|片朮|抱薊|豊慶朮|杭朮|歙朮,M,,뿌리줄기(根莖),脾|胃,溫,苦|甘,,補氣藥,Compositae,100,g
FO00600003,가감보화환,加減保和丸,,脾系內科學,447,,,,산사육,山楂肉,山肉,M,,,,,,,,,60,g
FO00600003,가감보화환,加減保和丸,,脾系內科學,447,,,,향부자,香附子,苦羌頭|雷公頭|大理府香附|大香附|大香附子|白香附|附末|附米|莎結|莎根|莎草根|雀頭香|猪通草茹|地藾根|地毛|草附子|抱靈居士|香附|香附米|香付子|黑香附,M,,뿌리줄기(根莖),肝|脾|三焦,平,辛|微甘|苦,,理氣藥,Cyperaceae,60,g
FO00600003,가감보화환,加減保和丸,,脾系內科學,447,,,,후박,厚朴,濃朴|淡伯|大厚朴|烈朴|油朴|紫油朴|紫厚朴|赤朴|重皮|川朴|川厚朴|川厚樸|厚樸|厚朴皮|厚皮,M,,수피(樹皮),脾|胃|肺|大腸,溫,苦|辛,,芳香化濕藥,Magnoliaceae,60,g
FO00600003,가감보화환,加減保和丸,,脾系內科學,447,,,,신곡,神麯,曲|麥曲|米化先生|細麴|細麯|神曲|神麴|六曲|六神曲|六月六一曲|六丁曲|仁陷|制神曲|陳曲|陳神曲|化米花生,M,,발효한 것(醱酵),脾|胃,溫,甘|辛,,消食藥,Gramineae,60,g
FO00600003,가감보화환,加減保和丸,,脾系內科學,447,,,,반하,半夏,狗芋頭|老瓜蒜|老鴉眼|痰宮劈歷|大半夏|半下|白傍幾子|白羊眼半夏|小天南星|水玉|守田|示姑|羊眼|羊眼半夏|圓白半夏|地文|雉毛奴邑|雉毛邑|杏州半夏|和姑,M,,괴경(塊莖),脾|胃|肺,溫,辛,有毒,溫化寒痰藥,Araceae,60,g
FO00600003,가감보화환,加減保和丸,,脾系內科學,447,,,,복령,茯苓,更生|金翁|萬靈精|萬苓精|白茯|白伏苓|白服笭|白茯岺|白茯怜|白茯笭|白茯苓|白雲苓|伏菟|茯菟|伏靈|伏苓|服令|茯笭|茯蕶|伏兎|不死面|雪腴|松苓|松木薯|松薯|松腴|云苓|雲苓|子苓,M,,균핵(菌核)|적복령을 절편한 다음 백색부분(적복령을 절편한 다음 백색부분),心|心|肺|肺|脾|脾|腎|腎,平,甘|淡|甘|淡,,利水退腫藥,Polyporaceae,60,g
FO00600003,가감보화환,加減保和丸,,脾系內科學,447,,,,진피,陳皮,柑子皮|柑皮|苦枥皮|苦榴皮|苦樹皮|廣柑皮|廣橘皮|廣陳皮|廣皮|貴老|橘子皮|橘皮|芩皮|攀槻皮|白樳木皮|樊槻皮|蜡樹皮|細辛木皮|新會柑皮|新會皮|梣槻皮|樳木皮|梣皮|若理木皮|浙陳皮|陳柑皮|陳廣皮|陳橘皮|秦白皮|陣皮|川橘皮|紅皮|黃橘皮,M,,과피(果皮),脾|肺,溫,辛|苦,,理氣藥,Rutaceae,40,g
FO00600003,가감보화환,加減保和丸,,脾系內科學,447,,,,연교,連翹,空殼|空翹|翹殼|大翹子|落翹|連翹|北召|北連翹|連殼|蓮翹|連翹殼|連翹衣|元召|淨連翹|澤州連翹|旱連子|黃元召,M,,과실(果實),心|肺|膽,微寒,苦,,淸熱解毒藥,Oleaceae,40,g
FO00600003,가감보화환,加減保和丸,,脾系內科學,447,,,,내복자,萊菔子,羌精子|羅菔子|蘿卜子|蘿蔔子|蘿菔子|蘿葍子|蘿子|蘆菔子|蘆萉子|唐菁子|登菘子|蘿蔔|蘿菔|羅蔔子|蘿福子|蘿蔔子|蘿葍子|夢白子|夢卜子|夢蔔子|夢爬子|雹突|葍䔰子|葍子|溫菘子|紫花菘子|楚菘子|土酥子,M,,종자(種子),肺|脾|胃,平,辛|甘,,消食藥,Cruciferae,40,g
FO00600003,가감보화환,加減保和丸,,脾系內科學,447,,,,황금,黃芩,經芩|枯腸|空腸|芩|內虛|㹠尾芩|腐腸|北芩|西芩|鼠尾芩|細挺子黃芩|宿芩|印頭|子芩|條芩|條黃芩|酒芩|珠條芩|妒婦|片芩|皮黃芩|虹勝|黃笒|黃文|黃岑,M,,뿌리(根),肺|膽|胃|大腸|小腸,寒,苦,,淸熱燥濕藥,Labiatae,40,g
FO00600003,가감보화환,加減保和丸,,脾系內科學,447,,,,황련,黃連,古勇連|大鷹爪黃蓮|楝連|尾連|上草|宣連|宣黃蓮|王連|日黃連|滴膽芝|淨黃連|支連|川連|川黃蓮|川黃連|川黃連|黃蓮|黃連,M,,뿌리줄기(根莖),心|脾|胃|肝|膽|大腸,寒,苦,,淸熱燥濕藥,Ranunculaceae,40,g
FO00600003,가감보화환,加減保和丸,,脾系內科學,447,,,,창출,蒼朮,馬薊|茅君寶|茅山蒼朮|茅朮|山薑|山芥|山薊|山連|山精|仙朮|赤朮|地葵|陳蒼朮|蒼術|創出|天薊|天蘇|天精|朮,M,,뿌리줄기(根莖),脾|胃|肝,溫,辛|苦,,芳香化濕藥,Compositae,20,g
FO00600003,가감보화환,加減保和丸,,脾系內科學,447,,,,지실,枳實,洞庭|商枳實|小枳實|鵝眼枳實|粘刺|只實|只實|陳枳實|槌胸霹靂|破胸槌,M,,유과(幼果),脾|胃,寒,苦|辛|酸,,理氣藥,Rutaceae,20,g
FO00600004,가감사군자탕,加減四君子湯,,脾系內科學,447,,,,인삼,人蔘,揀參|高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|生曬參|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|園參|人微|人參|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|全鬚生曬參|地精|淸河人蔘|皺面丹|皺面還丹|土精|品蔘|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,,
FO00600004,가감사군자탕,加減四君子湯,,脾系內科學,447,,,,백출,白朮,乞力伽|鷄腿朮|貢朮|廣朮|狗頭朮|金錢朮|大白朮|臺白朮|臺朮|冬白朮|冬朮|馬薊|木朮|苗朮|白大壽|峰貢朮|桴薊|糞朮|沙邑條根|削朮|山薑|山芥|山薊|山連|山精|象朮|雪白朮|野朮|楊桴|楊桴薊|楊抱|楊枹薊|吳白朮|吳朮|于潛白朮|于潛朮|芋朮|雲頭朮|蕓白朮|雲白朮|雲片白朮|浙朮|種朮|天薊|天生朮|天蘇|朮|台白朮|片白術|片白朮|片朮|抱薊|豊慶朮|杭朮|歙朮,M,,뿌리줄기(根莖),脾|胃,溫,苦|甘,,補氣藥,Compositae,,
FO00600004,가감사군자탕,加減四君子湯,,脾系內科學,447,,,,감초,甘草,甘艸|甘草|甘草根|枯甘草|國老|國老草|大甘草|大嗷|蕗草|美草|蜜甘|蜜草|粉甘草|紛甘草|粉草|紛草|生草|細甘草|小甘草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,,
FO00600004,가감사군자탕,加減四君子湯,,脾系內科學,447,,,,인삼,人蔘,揀參|高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|生曬參|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|園參|人微|人參|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|全鬚生曬參|地精|淸河人蔘|皺面丹|皺面還丹|土精|品蔘|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,4,g
FO00600004,가감사군자탕,加減四君子湯,,脾系內科學,447,,,,황기,黃芪,甘板麻|芰草|嫩黃耆|嫩黃芪|戴紛|戴糝|戴椹|獨椹|綿耆|綿芪|綿黃耆|綿黃芪|木耆|百本|百藥綿|北芪|艾草|王孫|箭芪|箭黃芪|蜀脂|妒婦|憲州黃耆|黃|黃耆,M,,뿌리(根),肺|脾,溫,甘,,補氣藥,Leguminosae,4,g
FO00600004,가감사군자탕,加減四君子湯,,脾系內科學,447,,,,향부자,香附子,苦羌頭|雷公頭|大理府香附|大香附|大香附子|白香附|附末|附米|莎結|莎根|莎草根|雀頭香|猪通草茹|地藾根|地毛|草附子|抱靈居士|香附|香附米|香付子|黑香附,M,,뿌리줄기(根莖),肝|脾|三焦,平,辛|微甘|苦,,理氣藥,Cyperaceae,4,g
FO00600005,가감이중탕,加減理中湯,,脾系內科學,447,,,,인삼,人蔘,揀參|高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|生曬參|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|園參|人微|人參|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|全鬚生曬參|地精|淸河人蔘|皺面丹|皺面還丹|土精|品蔘|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,,
FO00600005,가감이중탕,加減理中湯,,脾系內科學,447,,,,백출,白朮,乞力伽|鷄腿朮|貢朮|廣朮|狗頭朮|金錢朮|大白朮|臺白朮|臺朮|冬白朮|冬朮|馬薊|木朮|苗朮|白大壽|峰貢朮|桴薊|糞朮|沙邑條根|削朮|山薑|山芥|山薊|山連|山精|象朮|雪白朮|野朮|楊桴|楊桴薊|楊抱|楊枹薊|吳白朮|吳朮|于潛白朮|于潛朮|芋朮|雲頭朮|蕓白朮|雲白朮|雲片白朮|浙朮|種朮|天薊|天生朮|天蘇|朮|台白朮|片白術|片白朮|片朮|抱薊|豊慶朮|杭朮|歙朮,M,,뿌리줄기(根莖),脾|胃,溫,苦|甘,,補氣藥,Compositae,,
FO00600005,가감이중탕,加減理中湯,,脾系內科學,447,,,,적복령,赤茯苓,赤苓|赤茯|赤服岺|赤茯笭|赤茯苓,M,,표층 아래 淡紅色(표층 아래 淡紅色),心|脾|膀胱,平,甘|淡,,利水退腫藥,Polyporaceae,,
FO00600005,가감이중탕,加減理中湯,,脾系內科學,447,,,,건강,乾薑,干薑|幹薑|幹生薑|乾干|乾姜|乾鶩|乾生薑|均薑|老干|綿薑|白薑|白乾薑|川乾薑|泡薑,M,炮,뿌리줄기(根莖),脾|胃|肺,熱,辛,,溫裏藥,Zingiberaceae,,
FO00600005,가감이중탕,加減理中湯,,脾系內科學,447,,,,진피,陳皮,柑子皮|柑皮|苦枥皮|苦榴皮|苦樹皮|廣柑皮|廣橘皮|廣陳皮|廣皮|貴老|橘子皮|橘皮|芩皮|攀槻皮|白樳木皮|樊槻皮|蜡樹皮|細辛木皮|新會柑皮|新會皮|梣槻皮|樳木皮|梣皮|若理木皮|浙陳皮|陳柑皮|陳廣皮|陳橘皮|秦白皮|陣皮|川橘皮|紅皮|黃橘皮,M,,과피(果皮),脾|肺,溫,辛|苦,,理氣藥,Rutaceae,,
FO00600005,가감이중탕,加減理中湯,,脾系內科學,447,,,,곽향,藿香,藿去病|藿香梗|藿香葉|杜藿香|兜類婆香|猫地虎|排草香|排香草|蘇藿香|野藿香|玲瓏藿去病|川藿香|土藿香|合香,M,,지상부(地上部),脾|胃|肺,微溫,辛,,芳香化濕藥,Labiatae,,
FO00600005,가감이중탕,加減理中湯,,脾系內科學,447,,,,정향,丁香,揀丁香|公丁|公丁香|大花丁香|露球花|母丁香|百結|百里馨|索瞿香|瘦香|瘦香嬌|瘦香媓|洋丁香|如宇香|雄丁香|紫丁香|丁瞿香|丁子|丁子香|支解香|虫丁香,M,,화뢰(花蕾),脾|胃|腎,溫,辛,,溫裏藥,Myrtaceae,,
FO00600005,가감이중탕,加減理中湯,,脾系內科學,447,,,,반하,半夏,狗芋頭|老瓜蒜|老鴉眼|痰宮劈歷|大半夏|半下|白傍幾子|白羊眼半夏|小天南星|水玉|守田|示姑|羊眼|羊眼半夏|圓白半夏|地文|雉毛奴邑|雉毛邑|杏州半夏|和姑,M,,괴경(塊莖),脾|胃|肺,溫,辛,有毒,溫化寒痰藥,Araceae,,
FO00600005,가감이중탕,加減理中湯,,脾系內科學,447,,,,사인,砂仁,貢砂仁|賽桂香|宿|元砂仁|縮砂|縮砂蜜|縮砂蔤|縮砂仁|風味團頭,M,硏,과실(果實),脾|胃|腎,溫,辛,,芳香化濕藥,Zingiberaceae,,
FO00600005,가감이중탕,加減理中湯,,脾系內科學,447,,,,육계,肉桂,桂|桂楠|桂馥|桂碎|桂圓肉|桂爾通|桂通|桂皮|官桂|廣條桂|交趾桂|菌桂|箘桂|企邊桂|丹桂|丹陽木皮|大桂|咄者|辣桂|辢桂|楝桂|牡桂|木桂|薄桂|上肉桂|玉桂|尉佗桂|尉佗生|柳桂|油桂|油筒桂|紫桂|條桂|眞桂|甛肉桂|靑化桂|土桂楠|筒桂|板桂|黃瑤桂,M,,수피(樹皮),腎|脾|膀胱,熱,甘|辛,,溫裏藥,Lauraceae,,
FO00600006,가감이중탕,加減理中湯,,脾系內科學,447,,,,인삼,人蔘,揀參|高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|生曬參|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|園參|人微|人參|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|全鬚生曬參|地精|淸河人蔘|皺面丹|皺面還丹|土精|品蔘|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,12,g
FO00600006,가감이중탕,加減理中湯,,脾系內科學,447,,,,반하,半夏,狗芋頭|老瓜蒜|老鴉眼|痰宮劈歷|大半夏|半下|白傍幾子|白羊眼半夏|小天南星|水玉|守田|示姑|羊眼|羊眼半夏|圓白半夏|地文|雉毛奴邑|雉毛邑|杏州半夏|和姑,M,製,괴경(塊莖),脾|胃|肺,溫,辛,有毒,溫化寒痰藥,Araceae,12,g
FO00600006,가감이중탕,加減理中湯,,脾系內科學,447,,,,백출,白朮,乞力伽|鷄腿朮|貢朮|廣朮|狗頭朮|金錢朮|大白朮|臺白朮|臺朮|冬白朮|冬朮|馬薊|木朮|苗朮|白大壽|峰貢朮|桴薊|糞朮|沙邑條根|削朮|山薑|山芥|山薊|山連|山精|象朮|雪白朮|野朮|楊桴|楊桴薊|楊抱|楊枹薊|吳白朮|吳朮|于潛白朮|于潛朮|芋朮|雲頭朮|蕓白朮|雲白朮|雲片白朮|浙朮|種朮|天薊|天生朮|天蘇|朮|台白朮|片白術|片白朮|片朮|抱薊|豊慶朮|杭朮|歙朮,M,,뿌리줄기(根莖),脾|胃,溫,苦|甘,,補氣藥,Compositae,12,g
FO00600006,가감이중탕,加減理中湯,,脾系內科學,447,,,,건강,乾薑,干薑|幹薑|幹生薑|乾干|乾姜|乾鶩|乾生薑|均薑|老干|綿薑|白薑|白乾薑|川乾薑|泡薑,M,,뿌리줄기(根莖),脾|胃|肺,熱,辛,,溫裏藥,Zingiberaceae,12,g
FO00600006,가감이중탕,加減理中湯,,脾系內科學,447,,,,감초,甘草,甘艸|甘草|甘草根|枯甘草|國老|國老草|大甘草|大嗷|蕗草|美草|蜜甘|蜜草|粉甘草|紛甘草|粉草|紛草|生草|細甘草|小甘草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,12,g
FO00600006,가감이중탕,加減理中湯,,脾系內科學,447,,,,생강,生薑,干|薑根|鉤妝指|老生薑|頭生薑|面薑|母薑|母薑|母生薑|百辣雲|生姜|生羌|生薑母|鮮薑|鮮生薑|宿薑|宿薑|宿生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|陳生薑|菜薑|川薑|川百薑,M,汁,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,1,
FO00600007,가감익기탕,加減益氣湯,,脾系內科學,448,,,,백출,白朮,乞力伽|鷄腿朮|貢朮|廣朮|狗頭朮|金錢朮|大白朮|臺白朮|臺朮|冬白朮|冬朮|馬薊|木朮|苗朮|白大壽|峰貢朮|桴薊|糞朮|沙邑條根|削朮|山薑|山芥|山薊|山連|山精|象朮|雪白朮|野朮|楊桴|楊桴薊|楊抱|楊枹薊|吳白朮|吳朮|于潛白朮|于潛朮|芋朮|雲頭朮|蕓白朮|雲白朮|雲片白朮|浙朮|種朮|天薊|天生朮|天蘇|朮|台白朮|片白術|片白朮|片朮|抱薊|豊慶朮|杭朮|歙朮,M,,뿌리줄기(根莖),脾|胃,溫,苦|甘,,補氣藥,Compositae,4,g
FO00600007,가감익기탕,加減益氣湯,,脾系內科學,448,,,,작약,芍藥,金芍藥|白芍|白芍藥|芍藥,M,,뿌리(根),肝|脾,微寒,苦|酸,,補血藥,Ranunculaceae,4,g
FO00600007,가감익기탕,加減益氣湯,,脾系內科學,448,,,,진피,陳皮,柑子皮|柑皮|苦枥皮|苦榴皮|苦樹皮|廣柑皮|廣橘皮|廣陳皮|廣皮|貴老|橘子皮|橘皮|芩皮|攀槻皮|白樳木皮|樊槻皮|蜡樹皮|細辛木皮|新會柑皮|新會皮|梣槻皮|樳木皮|梣皮|若理木皮|浙陳皮|陳柑皮|陳廣皮|陳橘皮|秦白皮|陣皮|川橘皮|紅皮|黃橘皮,M,,과피(果皮),脾|肺,溫,辛|苦,,理氣藥,Rutaceae,4,g
FO00600007,가감익기탕,加減益氣湯,,脾系內科學,448,,,,당귀,當歸,乾歸|歸尾|金當歸|當歸身尾|馬尾歸|馬尾當歸|常歸|秦歸|秦當歸|川當歸,M,,뿌리(根),心|肝|脾,溫,甘|辛,,補血藥,Umbelliferae,2.8,g
FO00600007,가감익기탕,加減益氣湯,,脾系內科學,448,,,,황기,黃芪,甘板麻|芰草|嫩黃耆|嫩黃芪|戴紛|戴糝|戴椹|獨椹|綿耆|綿芪|綿黃耆|綿黃芪|木耆|百本|百藥綿|北芪|艾草|王孫|箭芪|箭黃芪|蜀脂|妒婦|憲州黃耆|黃|黃耆,M,,뿌리(根),肺|脾,溫,甘,,補氣藥,Leguminosae,2,g
